样本编号	批次号	项目代码	捕获芯片	分析范围	捕获率	目标区域平均深度	目标区域覆盖度(%)	测序数据量(M)	重复率	去重复深度	比对(PE)	比对(SE)	插入片段均值	>=2x目标区域覆盖度(%)	>=5x目标区域覆盖度(%)	>=10x目标区域覆盖度(%)	>=20x目标区域覆盖度(%)	>=30x目标区域覆盖度(%)	>=40x目标区域覆盖度(%)	>=50x目标区域覆盖度(%)	>=100x目标区域覆盖度(%)	GC含量	Q20	Q30	"波动值
"
AFK097	b6782auto	NBCW	NT01T	NT01T	60.33	1280.42	99.42	100335	0.251422519414559	941.75	99.21	0.34	158.012	99.74		99.44	99.33	99.29	99.27	99.26	99.21	48.74	97.38	92.8	
AFK097DZ	b6782auto	NBCW	NT01T	NT01T	78.33	135.42	99.42	9076	0.0642871351846682	126.51	97.22	0.64	217.574	99.39		99.23	99.11	98.91	98.47	97.52	71.27	50.7	96.85	91.55	
AFK523	b6784auto	NCP980	NPC980	NPC980	68.5	4082.27	99.67	15808	0.336444552989287	2342.64	99.71	0.11	196.84	99.99		99.98	99.97	99.97	99.95	99.94	99.89	51.75	97.77	93.63	
AFK523DZ	b6784auto	NCP980	NPC980	NPC980	78.14	222.18	99.42	14040	0.0398162049306987	212.97	99.58	0.14	174.718	99.55		99.44	99.39	99.33	99.26	99.13	95.73	50.11	98.18	94.66	
AFK340	b6784auto	NCP980	NPC980	NPC980	72.76	6042.24	99.67	22423	0.362706979503456	3337.27	99.74	0.1	186.893	99.98		99.96	99.95	99.94	99.93	99.93	99.89	50.15	97.99	94.15	
AFK341DZ	b6784auto	NCP980	NPC980	NPC980	79.13	203.17	99.42	12908	0.0367498802532754	195.41	99.62	0.11	188.345	99.53		99.43	99.37	99.29	99.19	98.99	93.84	49.68	98.17	94.62	
AFK341	b6784auto	NCP980c	NPC980	NPC980	76.17	15318.7	99.67	55406	0.76270606943257	1556.21	99.77	0.08	195.519	99.96		99.96	99.96	99.95	99.95	99.95	99.92	51.38	97.93	94.0	
AFK522	b6786auto	NCP980c	NPC980	NPC980	71.38	19472.71	99.67	72348	0.745114861228837	1863.38	99.78	0.07	170.726	99.96		99.93	99.91	99.89	99.87	99.86	99.83	52.88	98.34	94.97	
AFK522DZ	b6784auto	NCP980c	NPC980	NPC980	78.68	223.41	99.42	14125	0.0402578759951161	214.09	99.64	0.1	179.56	99.55		99.44	99.38	99.3	99.2	99.03	95.32	50.37	98.31	95.02	
AFK525	b6784auto	NCP980c	NPC980	NPC980	73.13	17853.02	99.67	65118	0.651173618761704	3515.0	99.67	0.09	185.105	99.96		99.96	99.96	99.95	99.95	99.95	99.93	50.61	98.02	94.26	
AFK525DZ	b6784auto	NCP980c	NPC980	NPC980	78.61	197.88	99.42	12485	0.0370209474376135	190.25	99.61	0.12	176.647	99.54		99.43	99.36	99.27	99.14	98.91	92.86	50.11	98.17	94.62	
AFK722	b6791auto	NCPCt	NPC116	NPC116	50.64	3611.06	99.59	5505	0.166570755540087	2611.16	99.73	0.09	187.331	100.0		99.96	99.94	99.93	99.91	99.89	99.78	48.69	98.11	94.22	
AFK722DZ	b6791auto	NCPCt	NPC116	NPC116	72.57	196.51	99.42	13380	0.0646139714864471	183.27	99.48	0.16	176.058	99.39		99.26	99.18	99.09	98.96	98.78	92.78	49.93	98.23	94.57	
AFL170	b6791auto	NCP980	NPC980	NPC980	68.2	4858.3	99.67	18526	0.558760552469924	1287.76	99.69	0.1	215.739	99.98		99.95	99.92	99.91	99.9	99.87	99.76	54.13	97.56	92.65	
AFL171DZ	b6791auto	NCP980	NPC980	NPC980	53.34	563.36	99.67	2704	0.0329605927964218	537.8	99.42	0.24	168.408	99.94		99.86	99.74	99.63	99.48	99.35	98.25	50.98	97.74	93.17	
AFK971	b6791auto	NCP980c	NPC980	NPC980	65.71	13064.75	99.67	53458	0.708153053348626	1197.03	99.68	0.11	188.91	99.97		99.96	99.95	99.95	99.94	99.94	99.91	51.97	97.69	93.11	
AFK971DZ	b6791auto	NCP980c	NPC980	NPC980	55.25	296.77	99.67	1380	0.0238683509004673	288.79	99.47	0.22	177.356	99.91		99.77	99.52	99.25	98.89	98.42	92.53	51.13	97.94	93.76	
AFK970	b6791auto	NCP980	NPC980	NPC980	53.49	4653.28	99.67	22080	0.264615751269515	2928.07	99.56	0.18	175.998	99.95		99.93	99.92	99.9	99.89	99.87	99.77	51.54	97.98	93.82	
AFK526	b6791auto	NCP980	NPC980	NPC980	57.51	5987.42	99.67	28171	0.394704598881946	2805.92	99.66	0.13	173.313	99.97		99.96	99.94	99.92	99.91	99.9	99.87	48.71	98.12	94.35	
AFK527DZ	b6784auto	NCP980	NPC980	NPC980	79.37	235.25	99.42	14666	0.0377832525288866	225.98	99.63	0.11	175.969	99.54		99.44	99.37	99.3	99.2	99.06	96.04	50.42	98.23	94.82	
AFK724	b6791auto	NCP980	NPC980	NPC980	65.55	4178.06	99.67	17689	0.324843235947048	2362.85	99.73	0.09	259.492	99.97		99.92	99.89	99.87	99.85	99.84	99.76	50.44	97.25	91.45	
AFK725DZ	b6791auto	NCP980	NPC980	NPC980	56.81	557.31	99.67	2548	0.0366152119191744	531.66	99.54	0.16	175.944	99.9		99.82	99.71	99.57	99.41	99.21	97.75	51.34	97.97	93.8	
AFK527	b6786auto	NCP980c	NPC980	NPC980	69.93	21271.56	99.67	80636	0.73041731180866	1989.03	99.74	0.07	167.969	99.95		99.92	99.91	99.9	99.89	99.88	99.86	52.34	98.56	95.58	
AFL171	b6791auto	NCP980c	NPC980	NPC980	66.42	14595.49	99.67	58150	0.636606824006677	2550.24	99.7	0.1	177.607	99.97		99.96	99.95	99.95	99.95	99.94	99.92	52.5	97.87	93.54	
AFK720	b6791auto	NBAP	NLP	NLP	75.8	26114.57	99.42	29619	0.61263423035646	8995.19	99.52	0.19	180.79	100.0		100.0	100.0	100.0	100.0	100.0	100.0	52.72	97.92	93.7	
AFK720DZ	b6791auto	NBAP	NLP	NLP	82.46	4815.5	99.42	5029	0.257399068825723	3408.46	99.52	0.16	179.824	100.0		100.0	100.0	100.0	100.0	100.0	100.0	54.38	97.91	93.77	
AFK721	b6791auto	NBAP	NLP	NLP	75.3	24989.29	99.42	28316	0.546212365909069	10111.02	99.52	0.2	177.749	100.0		100.0	100.0	100.0	100.0	100.0	100.0	52.97	97.98	93.85	
AFK721DZ	b6791auto	NBAP	NLP	NLP	76.97	5202.05	99.42	5822	0.265078816812743	3582.12	99.5	0.14	178.883	100.0		100.0	100.0	100.0	100.0	100.0	100.0	53.34	97.91	93.73	
AFK725	b6786auto	NCP980c	NPC980	NPC980	68.19	19950.59	99.67	76364	0.560848941407026	5607.47	99.73	0.07	159.689	99.95		99.92	99.91	99.91	99.9	99.89	99.87	52.29	98.46	95.3	
AFK969	b6791auto	NBCW	NT01T	NT01T	75.33	1566.83	99.42	103191	0.282622391008576	1110.34	99.53	0.15	179.493	99.81		99.62	99.56	99.52	99.5	99.48	99.42	49.95	98.15	94.31	
AFK969DZ	b6791auto	NBCW	NT01T	NT01T	78.19	188.26	99.42	12498	0.070003747615154	174.76	98.21	0.35	213.512	99.56		99.44	99.33	99.21	99.04	98.76	91.04	50.26	97.85	93.45	
AFK719	b6791auto	NBAP	NLP	NLP	59.75	16625.39	99.42	22644	0.521057935272462	7080.35	99.09	0.42	161.311	100.0		100.0	100.0	100.0	100.0	100.0	100.0	50.85	97.75	93.04	
AFK719DZ	b6791auto	NBAP	NLP	NLP	79.95	6437.89	99.42	7010	0.296735737530648	4284.99	99.42	0.22	189.927	100.0		100.0	100.0	100.0	100.0	100.0	100.0	53.48	97.96	93.85	
AFK979	b6791auto	NBAP	NLP	NLP	70.7	22280.61	99.42	26290	0.484731782186353	10143.11	99.36	0.28	169.254	100.0		100.0	100.0	100.0	100.0	100.0	100.0	52.86	97.67	92.95	
AFK979DZ	b6791auto	NBAP	NLP	NLP	72.81	4350.66	99.42	5799	0.250013470836733	2987.77	91.37	0.38	205.853	100.0		100.0	100.0	100.0	100.0	100.0	100.0	51.29	97.92	93.68	
AFK974	b6795auto	NCAPX	NVT	NVT	71.72	36439.28	99.39	11585	0.574120504587524	12160.21	99.56	0.13	203.7	100.0		100.0	100.0	100.0	100.0	100.0	100.0	50.52	97.98	93.95	
AFK974DZ	b6791auto	NCAPX	NVT	NVT	74.12	23724.39	99.39	7198	0.444733043479869	11631.91	99.6	0.14	197.258	100.0		100.0	100.0	100.0	100.0	100.0	100.0	51.09	98.02	93.93	
AFK973	b6795auto	NCAPX	NVT	NVT	71.63	41237.2	99.39	13103	0.617267845711822	12015.5	99.58	0.13	206.391	100.0		100.0	100.0	100.0	100.0	100.0	100.0	49.77	97.98	93.91	
AFK973DZ	b6791auto	NCAPX	NVT	NVT	74.17	18303.72	99.39	5529	0.38193187057467	10298.19	99.51	0.2	196.967	100.0		100.0	100.0	100.0	100.0	100.0	100.0	51.11	97.89	93.54	
AFL367	b6795auto	NPAP	NST	NST	85.06	12873.9	99.5	18614	0.42560498315252	6733.96	99.6	0.15	203.999	99.95		99.95	99.94	99.94	99.93	99.93	99.92	53.17	97.86	93.65	
AFL369DZ	b6795auto	NPAP	NST	NST	70.6	195.97	99.42	13624	0.0516286245647354	185.29	99.43	0.17	171.676	99.43		99.28	99.19	99.09	98.94	98.68	91.76	49.93	98.05	94.2	
AFL251	b6795auto	NCP980	NPC980	NPC980	60.72	4238.03	99.67	19134	0.23936967797336	2785.69	99.63	0.12	208.251	99.98		99.92	99.9	99.89	99.88	99.86	99.8	49.39	97.82	93.53	
AFL252DZ	b6795auto	NCP980	NPC980	NPC980	59.54	559.21	99.67	2514	0.0313621620088734	536.03	99.6	0.12	188.576	99.89		99.81	99.66	99.5	99.32	99.11	97.61	50.64	98.07	94.26	
AFL371	b6795auto	NCP980c	NPC980	NPC980	66.65	12942.26	99.67	52617	0.701176561111701	1353.02	99.67	0.11	181.253	99.96		99.95	99.95	99.93	99.92	99.92	99.87	51.48	97.99	94.07	
AFL371DZ	b6795auto	NCP980c	NPC980	NPC980	57.89	549.23	99.67	2461	0.0309837884192306	527.48	99.57	0.15	170.775	99.89		99.77	99.64	99.5	99.3	99.09	97.51	51.47	98.1	94.39	
AFL370	b6795auto	NCP980	NPC980	NPC980	57.3	5230.24	99.67	23468	0.137959546044934	4103.39	99.59	0.13	186.429	99.95		99.93	99.91	99.89	99.88	99.87	99.79	52.94	97.85	93.69	
AFL252	b6795auto	NCP980c	NPC980	NPC980	64.89	16387.15	99.67	68525	0.673829442110525	1990.04	99.64	0.1	182.848	99.94		99.93	99.92	99.92	99.92	99.91	99.89	51.52	98.1	94.38	
AFL369	b6795auto	NPCW	NT01T	NT01T	74.4	1579.05	99.42	106887	0.211669954691463	1222.07	99.57	0.09	193.216	99.69		99.45	99.37	99.33	99.31	99.29	99.23	50.08	98.0	94.05	
AFL169	b6795auto	NCPLt	NPC69	NPC69	63.34	3244.04	99.66	1843	0.115935416272124	2807.55	99.21	0.16	183.602	99.95		99.83	99.78	99.72	99.63	99.54	99.21	43.71	98.31	94.85	
AFL169DZ	b6791auto	NCPLt	NPC69	NPC69	61.25	188.52	99.42	14554	0.0643812923367148	175.69	99.23	0.32	162.209	99.41		99.24	99.14	99.04	98.88	98.62	90.33	49.09	98.17	94.32	
AFL393	b6799auto	NCPCt	NPC116	NPC116	53.6	3708.56	99.59	5062	0.145603421329342	2890.07	99.65	0.12	196.118	100.0		99.98	99.95	99.93	99.92	99.89	99.77	50.05	98.33	94.63	
AFL393DZ	b6795auto	NCPCt	NPC116	NPC116	61.27	167.78	99.42	12935	0.0470589215682602	159.36	99.33	0.24	158.613	99.42		99.24	99.13	98.97	98.67	98.09	83.93	48.66	98.26	94.71	
AFL667	b6799auto	NCp2	NPC69	NPC69	75.28	77193.55	99.66	37741	0.957914511186869	1387.4	99.71	0.09	187.177	99.99		99.97	99.96	99.96	99.96	99.95	99.92	44.54	98.65	95.61	
AFL666DZ	b6799auto	NCp2	NPC69	NPC69	67.04	142.89	99.42	10025	0.0690189634861393	132.5	99.46	0.18	157.825	99.34		99.19	99.04	98.75	98.11	96.83	72.47	49.31	98.64	95.62	
AFL668	b6799auto	NCP980	NPC980	NPC980	62.66	5314.46	99.67	22074	0.312489081184936	3270.17	99.67	0.11	185.888	99.95		99.91	99.9	99.89	99.87	99.86	99.8	52.38	98.32	94.69	
AFL669DZ	b6799auto	NCP980	NPC980	NPC980	63.42	568.37	99.67	2354	0.0360916036185365	542.36	99.62	0.12	186.242	99.89		99.81	99.7	99.57	99.41	99.24	98.01	51.69	98.31	94.65	
AFL685	b6799auto	NCPCt	NPC116	NPC116	54.06	2828.75	99.59	3729	0.120775204696855	2294.16	99.65	0.12	192.735	99.99		99.97	99.95	99.92	99.89	99.86	99.7	50.41	98.25	94.34	
AFL685DZ	b6799auto	NCPCt	NPC116	NPC116	69.22	185.47	99.42	12581	0.0860890232045637	168.52	99.51	0.14	152.782	99.38		99.21	99.11	98.95	98.68	98.18	87.82	50.43	98.71	95.86	
AFL245	b6799auto	NCP980	NPC980	NPC980	50.96	3813.09	99.67	17117	0.308996434087275	1970.01	99.61	0.15	122.647	99.93		99.89	99.84	99.81	99.76	99.73	99.46	56.09	98.45	95.23	
AFL249DZ	b6795auto	NCP980	NPC980	NPC980	47.87	382.9	99.67	2040	0.0287737332096858	370.23	99.4	0.23	165.383	99.86		99.71	99.5	99.23	98.92	98.56	95.34	50.16	98.09	94.3	
AFL673	b6799auto	NCp1	NPC69	NPC69	60.85	3232.64	99.66	1951	0.12156620124325	2760.09	99.57	0.13	202.633	99.99		99.91	99.85	99.82	99.8	99.78	99.46	44.91	98.42	94.86	
AFL674DZ	b6799auto	NCp1	NPC69	NPC69	75.2	250.86	99.42	16166	0.0934557329004926	226.4	99.5	0.14	162.839	99.55		99.43	99.37	99.3	99.21	99.07	96.16	50.64	98.58	95.5	
AFL669	b6799auto	NCP980c	NPC980	NPC980	71.04	17743.74	99.67	65761	0.784440685724085	1083.33	99.71	0.08	168.847	99.93		99.93	99.91	99.9	99.89	99.89	99.86	53.19	98.58	95.56	
AFL680	b6799auto	NCP980	NPC980	NPC980	61.97	4632.3	99.67	19181	0.282722364776382	2994.81	99.7	0.09	189.389	99.96		99.94	99.92	99.91	99.89	99.88	99.78	53.21	98.3	94.64	
AFL681DZ	b6799auto	NCP980	NPC980	NPC980	51.17	330.35	99.67	1627	0.0250694031111343	319.48	99.37	0.27	166.542	99.91		99.76	99.57	99.35	99.05	98.71	95.29	50.14	98.29	94.53	
AFL249	b6795auto	NCP980c	NPC980	NPC980	64.01	14279.01	99.67	59589	0.580369801767884	3174.7	99.71	0.08	172.444	99.93		99.92	99.92	99.91	99.9	99.89	99.85	51.91	98.12	94.47	
AFL681	b6799auto	NCP980c	NPC980	NPC980	71.17	15062.48	99.67	56585	0.77122307207123	1142.5	99.75	0.08	181.055	99.96		99.95	99.94	99.93	99.92	99.92	99.89	52.29	98.39	94.94	
AFL675	b6799auto	NCp2	NPC69	NPC69	73.05	98909.08	99.66	49818	0.963068282450067	696.75	99.72	0.08	177.262	100.0		99.98	99.97	99.97	99.97	99.96	99.89	44.53	98.7	95.78	
AFL663	b6798auto	NCp2	NPC69	NPC69	72.39	85565.57	99.66	43221	0.939075239681672	1455.68	99.81	0.05	178.61	100.0		99.98	99.97	99.96	99.95	99.94	99.89	45.05	98.89	96.33	
AFL662DZ	b6798auto	NCp2	NPC69	NPC69	65.99	219.75	99.42	15717	0.0479214346816793	209.09	99.46	0.19	161.182	99.39		99.24	99.18	99.1	99.0	98.83	94.01	49.06	98.7	95.71	
AFL666	b6799auto	Ncec	NT01T	NT01T	84.38	1690.3	99.42	100264	0.676245477722497	495.78	99.64	0.07	176.569	99.53		99.36	99.31	99.28	99.26	99.24	99.17	50.77	98.65	95.71	
AFL674	b6799auto	Ncec	NT01T	NT01T	77.87	1693.69	99.42	108877	0.695895576008652	401.57	99.52	0.08	175.55	99.79		99.56	99.49	99.45	99.43	99.41	99.34	50.25	98.64	95.66	
AFL662	b6798auto	Ncec	NT01T	NT01T	83.69	1876.57	99.42	111521	0.490396211048655	909.61	99.73	0.05	179.399	99.51		99.37	99.32	99.3	99.28	99.26	99.21	51.71	98.79	96.1	
AFL671	b6799auto	Ncet	NT01T	NT01T	79.83	1524.37	99.42	95695	0.223512055319332	1169.18	99.59	0.1	192.912	99.74		99.58	99.52	99.49	99.46	99.44	99.32	51.25	98.37	94.87	
AFL684	b6799auto	NBCW	NT01T	NT01T	66.96	1336.86	99.42	92409	0.301541371651566	909.49	99.42	0.19	142.951	99.86		99.59	99.5	99.46	99.44	99.43	99.38	50.6	98.72	95.86	
AFL684DZ	b6799auto	NBCW	NT01T	NT01T	80.03	186.55	99.42	11698	0.0372409049789341	179.44	99.06	0.18	186.5	99.53		99.42	99.33	99.19	98.95	98.52	89.16	51.46	98.39	94.94	
AFL845	b6802auto	NCP980	NPC980	NPC980	66.97	2927.84	99.67	11497	0.193025696335578	2203.98	99.74	0.08	188.079	99.97		99.92	99.87	99.83	99.78	99.73	99.45	53.02	97.69	93.5	
AFL846DZ	b6802auto	NCP980	NPC980	NPC980	53.8	371.29	99.67	1732	0.0288442534668439	357.29	99.48	0.19	146.327	99.87		99.69	99.41	99.06	98.59	98.03	93.69	51.29	98.01	94.28	
AFL677	b6799auto	NBAP	NLP	NLP	81.1	20129.2	99.42	21926	0.499833643811042	9278.82	99.67	0.12	208.244	100.0		100.0	100.0	100.0	100.0	100.0	100.0	53.58	98.19	94.23	
AFL677DZ	b6802auto	NBAP	NLP	NLP	76.69	3533.36	99.42	3904	0.260420995674115	2476.41	99.37	0.2	164.923	100.0		100.0	100.0	100.0	100.0	100.0	99.99	53.73	97.75	93.62	
AFL849	b6802auto	NCP980	NPC980	NPC980	49.08	4449.15	99.67	23829	0.195820618639226	3028.24	99.47	0.09	175.093	99.96		99.92	99.9	99.87	99.84	99.81	99.65	49.84	97.93	94.11	
AFL850DZ	b6802auto	NCP980	NPC980	NPC980	62.5	547.89	99.67	2324	0.0443090416158145	520.81	99.71	0.08	182.595	99.87		99.67	99.39	99.08	98.73	98.32	95.54	51.77	97.82	93.8	
AFL734	b6802auto	NCP980	NPC980	NPC980	65.47	7403.8	99.67	28973	0.275015845246428	4631.71	99.71	0.1	185.872	99.96		99.92	99.88	99.85	99.82	99.78	99.6	53.47	97.67	93.46	
AFL738DZ	b6799auto	NCP980	NPC980	NPC980	54.61	348.27	99.67	1643	0.0304881297353417	334.25	99.37	0.22	166.062	99.91		99.78	99.6	99.38	99.1	98.74	95.54	50.23	98.33	94.65	
AFL862	b6802auto	NCD1	NCDT	NCDT	74.97	5542.15	99.53	34366	0.750647538298323	870.49	99.58	0.11	192.156	99.95		99.95	99.93	99.91	99.9	99.88	99.83	51.45	97.7	93.47	
AFL862DZ	b6802auto	NCD1	NCDT	NCDT	65.39	754.18	99.53	5180	0.048442494266036	711.1	99.46	0.19	161.809	99.94		99.85	99.71	99.5	99.21	98.87	96.31	51.34	97.88	93.96	
AFL848	b6802auto	NCPLt	NPC69	NPC69	73.44	87030.89	99.66	43493	0.960062940276015	1132.68	99.73	0.08	181.481	99.99		99.95	99.94	99.92	99.92	99.91	99.86	44.28	98.13	94.64	
AFL848DZ	b6802auto	NCPLt	NPC69	NPC69	76.7	118.23	99.42	7318	0.0598679999775308	110.78	99.6	0.12	155.028	99.48		99.29	98.88	97.94	96.06	92.8	55.71	51.02	98.23	94.87	
AFL676	b6799auto	NBAP	NLP	NLP	78.53	29723.94	99.42	32680	0.573473177682245	11385.53	99.6	0.15	187.958	100.0		100.0	100.0	100.0	100.0	100.0	100.0	52.83	98.28	94.56	
AFL676DZ	b6802auto	NBAP	NLP	NLP	77.93	5765.44	99.42	6392	0.291883581925455	3834.27	99.18	0.22	179.162	100.0		100.0	100.0	100.0	100.0	100.0	100.0	54.39	97.42	92.71	
AFL850	b6802auto	NCP980c	NPC980	NPC980	59.22	12715.16	99.67	57671	0.598352990754582	2163.82	99.41	0.1	172.66	99.96		99.95	99.94	99.93	99.92	99.91	99.88	50.04	97.86	93.95	
AFL738	b6802auto	NCP980c	NPC980	NPC980	43.75	12089.8	99.67	72061	0.390078550904694	3776.35	98.99	0.11	166.802	99.95		99.94	99.92	99.91	99.9	99.89	99.82	49.01	98.08	94.53	
AFL846	b6802auto	NCP980c	NPC980	NPC980	69.4	18335.5	99.67	69858	0.658022066788094	3281.72	99.72	0.09	171.495	99.98		99.97	99.96	99.95	99.94	99.93	99.9	52.81	97.94	94.19	
AFL853	b6805auto	NCp1	NPC69	NPC69	70.08	2073.97	99.66	1094	0.359638004332829	1176.63	99.7	0.08	200.857	99.81		99.6	99.54	99.49	99.46	99.37	99.05	46.06	98.46	95.22	
AFL852DZ	b6802auto	NCp1	NPC69	NPC69	81.83	361.67	99.42	21985	0.0911376700609415	327.91	99.71	0.06	180.151	99.39		99.26	99.19	99.11	99.01	98.88	97.47	51.77	97.93	94.08	
AFL861	b6802auto	NCp2	NPC69	NPC69	73.78	89989.39	99.66	44825	0.970178216140613	606.49	99.75	0.08	182.218	100.0		99.93	99.84	99.76	99.74	99.73	99.64	45.07	98.16	94.71	
AFN048	b6805auto	NCP980	NPC980	NPC980	70.92	6320.22	99.67	23111	0.267732939179791	4181.38	99.66	0.13	186.259	99.94		99.92	99.91	99.91	99.9	99.89	99.85	51.37	98.35	94.94	
AFN049DZ	b6805auto	NCP980	NPC980	NPC980	64.87	571.35	99.67	2312	0.0243674003261905	553.16	99.5	0.21	179.652	99.92		99.86	99.79	99.72	99.66	99.58	98.98	50.45	98.37	94.95	
AFN049	b6805auto	NCP980c	NPC980	NPC980	72.88	15194.82	99.67	54441	0.661112053053522	3411.44	99.69	0.12	138.691	99.94		99.93	99.93	99.92	99.92	99.92	99.9	51.63	98.56	95.63	
AFL860	b6802auto	Ncec	NT01T	NT01T	84.61	1826.01	99.42	107314	0.75524079094325	389.89	99.69	0.06	169.93	99.47		99.34	99.29	99.26	99.24	99.22	99.14	51.68	98.16	94.76	
AFL852	b6805auto	Ncet	NT01T	NT01T	84.08	1751.65	99.42	106602	0.446089508229683	931.16	99.73	0.06	201.946	99.64		99.48	99.38	99.34	99.31	99.29	99.24	52.8	98.3	94.81	
AFO099	b6815auto	NCp1	NPC69	NPC69	62.3	2404.28	99.66	1392	0.0950963085483545	2118.61	99.33	0.24	193.056	100.0		99.92	99.85	99.81	99.77	99.74	99.5	45.44	96.42	90.82	
AFO100DZ	b6815auto	NCp1	NPC69	NPC69	75.17	204.26	99.42	13820	0.0329374854411367	197.28	99.32	0.23	196.228	99.38		99.25	99.16	99.06	98.93	98.76	94.16	49.75	96.12	90.17	
AFN605	b6808auto	NCP980	NPC980	NPC980	58.9	4683.85	99.67	21404	0.186768858754713	3407.48	98.56	0.65	196.193	99.96		99.96	99.95	99.94	99.92	99.91	99.87	50.81	96.88	91.6	
AFN605DZ	b6815auto	NCP980	NPC980	NPC980	48.45	345.26	99.67	1890	0.0275117497988434	333.53	98.99	0.38	173.072	99.93		99.81	99.65	99.46	99.23	98.98	96.08	49.25	96.08	90.06	
AFO101	b6815auto	NCp2	NPC69	NPC69	71.5	85617.19	99.66	43838	0.874150769753343	6909.5	99.54	0.18	155.504	100.0		100.0	99.99	99.98	99.96	99.93	99.9	44.96	96.99	92.15	
AFN859	b6815auto	NCP393	NPC980	NPC980	61.75	5754.88	99.67	25421	0.284079829855957	3508.35	99.45	0.21	210.248	99.97		99.96	99.96	99.96	99.95	99.94	99.91	50.76	95.78	89.44	
AFN859DZ	b6815auto	NCP393	NPC980	NPC980	53.26	366.46	99.67	1833	0.0271126034625566	353.45	99.22	0.28	180.335	99.94		99.83	99.62	99.45	99.24	99.02	96.21	49.95	96.11	90.2	
AFN604	b6815auto	NCP980	NPC980	NPC980	58.74	5398.9	99.67	25121	0.175558915510738	4087.83	99.24	0.32	202.036	99.95		99.93	99.93	99.92	99.91	99.9	99.86	50.41	95.73	89.31	
AFN604DZ	b6808auto	NCP980	NPC980	NPC980	42.11	358.31	99.67	2200	0.0179052696892765	347.98	97.89	0.99	163.923	99.9		99.8	99.65	99.48	99.25	98.94	95.87	48.79	97.19	92.3	
AFN852	b6815auto	NCP980	NPC980	NPC980	57.62	6442.76	99.67	30055	0.239931239496785	4239.01	99.27	0.27	204.589	99.94		99.93	99.93	99.92	99.9	99.9	99.86	50.97	95.65	89.16	
AFN853DZ	b6815auto	NCP980	NPC980	NPC980	55.8	570.01	99.67	2818	0.0345432584722703	544.26	99.31	0.23	216.101	99.9		99.81	99.73	99.63	99.54	99.43	98.71	49.13	95.64	89.06	
AFN855	b6815auto	NCpt	NCP1	NCP1	78.98	41763.81	99.47	22606	0.667835843083084	10745.37	99.5	0.2	198.396	100.0		100.0	100.0	99.97	99.95	99.94	99.93	50.17	95.89	89.66	
AFN855DZ	b6815auto	NCpt	NCP1	NCP1	80.41	11429.44	99.47	6020	0.287366603222209	7628.14	99.4	0.24	196.282	99.98		99.96	99.94	99.94	99.94	99.93	99.92	51.23	95.93	89.74	
AFN856	b6815auto	NCP980	NPC980	NPC980	60.38	6290.89	99.67	26531	0.312897402467819	3517.57	99.4	0.24	196.445	99.97		99.96	99.96	99.96	99.96	99.95	99.91	53.5	95.84	89.67	
AFN857DZ	b6815auto	NCP980	NPC980	NPC980	46.48	413.46	99.67	2324	0.0270001657978202	397.53	98.94	0.4	168.536	99.94		99.84	99.69	99.53	99.34	99.12	97.02	49.26	96.29	90.57	
AFN857	b6815auto	NCP980c	NPC980	NPC980	67.32	15034.82	99.67	59987	0.691403689428605	2317.88	99.56	0.17	177.008	99.97		99.97	99.96	99.96	99.96	99.96	99.94	51.5	96.13	90.32	
AFN853	b6815auto	NCP980c	NPC980	NPC980	61.04	12612.52	99.67	56732	0.527606831274389	4212.68	99.47	0.22	150.906	99.95		99.94	99.93	99.93	99.93	99.92	99.9	51.39	96.66	91.51	
AFO100	b6815auto	Ncec	NT01T	NT01T	82.23	1868.34	99.42	113118	0.386561467305916	1121.38	99.46	0.18	165.903	99.54		99.41	99.35	99.32	99.3	99.29	99.24	50.44	96.76	91.69	
AFO097	b6815auto	Ncet	NT01T	NT01T	78.03	1609.36	99.42	105254	0.233382207895632	1222.37	99.37	0.21	195.218	99.65		99.44	99.38	99.34	99.32	99.3	99.25	51.42	96.12	90.21	
AFO340	b6819auto	NCP393	NPC980	NPC980	58.27	4278.51	99.67	19585	0.23960731633187	2925.48	99.49	0.2	204.449	99.96		99.93	99.93	99.92	99.92	99.91	99.87	50.61	97.7	93.18	
AFO340DZ	b6819auto	NCP393	NPC980	NPC980	49.17	370.98	99.67	1912	0.0238374871570775	359.51	99.19	0.36	158.42	99.9		99.78	99.61	99.42	99.18	98.89	96.05	50.23	97.81	93.47	
AFO105	b6819auto	NBAP	NLP	NLP	73.03	21660.04	99.42	27520	0.424765724471717	11142.0	99.68	0.11	281.952	100.0		100.0	100.0	99.99	99.99	99.99	99.99	51.75	96.44	89.31	
AFO103DZ	b6815auto	NBAP	NLP	NLP	77.15	181.92	99.42	11756	0.05253343747045	172.05	98.35	0.58	174.707	99.57		99.45	99.39	99.31	99.17	98.83	88.49	51.48	96.26	90.55	
AFO342	b6819auto	NCP393	NPC980	NPC980	53.78	4192.74	99.67	20295	0.200015733049145	3024.3	99.47	0.2	195.714	99.97		99.96	99.95	99.94	99.93	99.93	99.88	51.24	97.65	93.1	
AFO342DZ	b6819auto	NCP393	NPC980	NPC980	51.39	412.39	99.67	2072	0.0255297924698639	398.2	99.34	0.29	172.798	99.94		99.82	99.65	99.46	99.25	98.99	96.56	50.94	97.66	93.12	
